pid,name,manufacturer,preview_image
198900463,우루사정200밀리그램(우르소데옥시콜산),(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F68i1
199100569,대웅텐스타텐100밀리그램캡슐(염산시클레타닌),(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v1MX
200400465,아사콜디알정400밀리그람(메살라민),(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428043395900194
199400486,에어탈정(아세클로페낙),(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F68fQ
199500435,엘도스캡슐(에르도스테인),(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609804554800049
199900509,글라케이연질캡슐(메나테트레논),(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427659629700061
200600115,올메텍정40밀리그램(올메사르탄메독소밀),(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F68_C
199500439,씨프러스정250밀리그램(시프로플록사신염산염),(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F68eW
200400469,대웅토피라메이트정100밀리그램,(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661642891600032
200500541,올메텍플러스정20/12.5밀리그램,(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F68sY
200500542,베아프릴정2.5밀리그람(라미프릴),(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153615895223400078
199500630,알게이트정(알마게이트),(주)일화,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mp3yEn24xI
200803641,레티잘정(레보세티리진염산염),알보젠코리아(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Euk
198401066,태준팩타이트100밀리그람정(염산메칠시스테인),(주)태준제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149085635344900163
200700844,씨엠지모사프리드정(모사프리드시트르산염수화물),(주)씨엠지제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427805977300075
200606561,덴트리올캡슐,일양바이오팜(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428268052300047
198701585,바크론정5밀리그람(바클로펜),(주)태준제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N9-UdVMRuv
200004064,훼로진-에프정,(주)녹십자,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800427696000043
198601341,라프렌연질캡슐50밀리그램(클로파지민),(주)태준제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427603886100131
200807284,발탄플러스정160/12.5밀리그램,동광제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427907131700056
200502784,리버엔연질캡슐,(주)녹십자,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428162236600173
200502785,그린노즈캡슐,(주)녹십자,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369804406000002
200600576,비타카오에프정,(주)녹십자,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900075
200701020,모나리드정1밀리그램(피나스테리드),진양제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1M_fFrB4MYe
200701021,코다론정(아미오다론염산염),(주)한독,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427441855700162
200701045,액티엠정(피오글리타존염산염),구주제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MZGLmiMsVu
200805113,로지텐정100mg(로사르탄칼륨),(주)메디카코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NBsN-gW0aP
200400320,록시캄캡슐(멜록시캄),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v2g5
200400322,아서프릴정4밀리그램(페린도프릴-t-부틸아민),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428128988800026
200400323,토파메드정100밀리그램(토피라메이트),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900038
200500419,브로멜린장용정45밀리그램(브로멜라인),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428128988800032
200500421,후로목스정100밀리그램(세프카펜피복실염산염수화물),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428162236600150
199200183,카도파민정(데노파민),에이치케이이노엔(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427297681200091
199300168,바난정(세프포독심프록세틸),에이치케이이노엔(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427297681200081
200604180,미오날정(에페리손염산염),(주)한독,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149883720300800154
196600007,씨제이케이완정(피토나디온),에이치케이이노엔(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v1wr
198300146,알타민캡슐150밀리그램(디-페니실라민),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427354143200059
198700309,엘칸츄정(엘-카르니틴),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765842976900196
199000352,일동울굿캡슐(베넥세이트염산염베타덱스),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427348400300004
200300266,벤디핀정(베니디핀염산염),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765846933000074
200000175,콤비백정,에이치케이이노엔(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428171237500070
199300175,메바로친정10밀리그램(프라바스타틴나트륨),에이치케이이노엔(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369804406000050
198300049,씨제이아도나정(카르바조크롬설폰산나트륨),에이치케이이노엔(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v1xR
197600035,가스트로카인정(옥세타자인),에이치케이이노엔(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v1wF
199600144,메테스캡슐(비페닐디메칠디카르복실레이트),에이치케이이노엔(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427297681200117
199400095,헤르벤서방캡슐180밀리그램(딜티아젬염산염),에이치케이이노엔(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317972451800027
198500049,비타메진캡슐50밀리그램,에이치케이이노엔(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577162254600053
199300958,코디핀정2밀리그램(베니디핀염산염),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428018612500031
199300959,코디핀정4밀리그램(베니디핀염산염),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427431620400010
199300960,코디핀정8밀리그램(베니디핀염산염),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427431620400028
200300661,글리매핀정(글리메피리드),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151318001317200067
200500881,엘프연질캡슐,영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100199
198900739,페나족스캅셀(암페낙나트륨),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148604293243500199
197600141,"시노트림정(수출명:코트리메디코어들츠정,박트리메디코어들츠정)",일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150903241909900100
199300454,로텐연질캡슐,일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427348400300100
198800331,일동세팔렉신수화물캡슐500밀리그램(수출용),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317976910500037
199900349,테라팜정2밀리그램(테라조신염산염수화물),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152795402126800155
200100383,핀베린정(브롬화피나베륨),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765846933000032
200803961,베이슨에프디티정0.2밀리그램(보글리보스),에이치케이이노엔(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426403087300021
197500185,파목신캡슐250밀리그램(아목시실린수화물),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v1YP
198600436,파목신캡슐500밀리그램(아목시실린수화물),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v1Y-
198900665,동화오플록사신정,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577162254600125
198800557,동화락테올캡슐(락토바실루스아시도필루스균틴달화동결건조물),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v1Xp
200000554,엘프라이드정(레보설피리드),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148725962318500005
197000037,아로나민골드정,일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609810414600027
199700555,사미온정30밀리그람(니세르골린),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427348400300061
200001102,샤이닝정,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653000721000037
199000708,씨이멕스연질캡슐,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653000721000007
198700514,헬스칼정,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148907400873300008
199500320,일동캅토프릴정12.5밀리그람(수출용),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317972451900010
199500322,일동캅토프릴정25밀리그람(수출용),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317972451900016
197700085,와이비탈캅셀500밀리그람(시클라실린)(수출명:일클라신캅셀500밀리그람),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v2eJ
199700556,"일동록시트로마이신정(수출명:록손정,일록손정,일록솜정)",일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150903241909900094
200300274,치오큐정(치옥트산),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765846933000068
200300277,아목타심정375밀리그램[아목시실린·클라불란산칼륨(2:1)],일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428009393000055
200803967,유한메트포르민서방정500mg(메트포르민염산염),(주)유한양행,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150903246627300148
198700511,헬민200연질캡슐(아르기닌티디아시케이트),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427418015800064
197500186,에트라빌10밀리그램정(아미트리프틸린염산염),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502100041
198600437,동화디트로판정(옥시부티닌염산염),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653000720900104
198800558,암브렉트정(암브록솔염산염),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502200011
198400322,메녹틸정(옥틸로늄브롬화물),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502100011
200100391,뉴로칸정(아세틸-L-카르니틴염산염),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v2ht
199400369,레보펙신정(레보플록사신수화물),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v2cX
200200338,엑세라민정,일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427753862000042
199900728,셀크텐연질캡슐,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502200077
199900729,동화진비셀연질캡슐,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154632609114900061
199000707,메녹틸정40밀리그램(옥틸로늄브롬화물),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502100017
198700513,동화폰도실린250밀리그램정(피밤피실린),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427418015800002
198900669,동화세프라딘캡슐(세프라딘수화물),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151335241340100142
200001101,동화덴티프로연질캡슐(옥수수불검화정량추출물),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149085603005200147
197300104,유프린정<코트리목사졸>,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502200017
200500735,비텐지연질캡슐,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151914121291300098
200100837,콜민-에이정,영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427748827800197
200200734,영진아스피린장용정,영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MuhKLm3T_4
200200735,썰피란정(레보설피리드),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369821142900090
198900741,아푸라스정100밀리그람(트록시피드),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427430091800160
199600367,판키아제정,일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427348400300168
198200131,후루테날캡슐(소브레롤),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N67WutczLH
198600236,하이메틴정400밀리그램(시메티딘),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427348400300195
200200643,시렌탈정(실로스타졸),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834126208100008
198600509,영진아테놀올정,영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427430091800048
199100838,영진세파클러캡슐(수출명 : 세파클러캡슐250mg(사와이)),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148604293243500187
197500188,에트라빌25밀리그램정(아미트리프틸린염산염),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6A97
200500767,동화큐아이츄정,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853646956100018
200500767,동화큐아이츄정,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853646956100012
199400711,옥사틴정(옥사토마이드),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427431620400064
200500892,뉴로케이정(메만틴염산염),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148613642712300193
200300566,레바핀정100밀리그램(레바미피드),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151335245510100013
200703757,저니스타서방정16밀리그램(히드로모르폰염산염),(주)한국얀센,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800427696000112
200300567,티지씨정2밀리그램(테라조신염산염수화물),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427999269900118
200200644,심바틴정40밀리그람(심바스타틴),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502100035
199701063,로도핀정25mg(죠테핀),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800402726800155
199701064,로도핀정50mg(죠테핀),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800402726800059
199701065,로도핀정100mg(죠테핀),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800402726800065
200400934,벤팍신오알서방정75밀리그람(염산벤라팍신),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369821142900096
200500426,메가펜틴캡슐100밀리그램(가바펜틴),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834126208100116
200600080,판토메드정20밀리그람(판토프라졸나트륨세스키히드레이트),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428205210200080
200500714,클로비어정(팜시클로비르),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502200053
200500715,클로피정(클로피도그렐황산수소염),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6ABM
200500717,이토피드정(이토프리드염산염),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502200065
200500719,판토프라정20밀리그람(판토프라졸나트륨세스키히드레이트),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653000721000013
200500772,제타골드정,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672201851500119
200300569,세작캡슐(플루옥세틴염산염),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151499401019900033
197900013,아코니발정(정제부자),(유)한풍제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427290893900196
199900835,나트릭스서방정(인다파미드),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427431620400147
200001190,세포세틸정(세프포독심프록세틸),영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427975564100102
200300655,진셀몬에스이정,영진약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428038475100091
200600081,토파메드정25밀리그램(토피라메이트),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800411198400010
200600082,벤디핀정8밀리그램(베니디핀염산염),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427916805700030
199100420,일동세파클러수화물캡슐,일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427348400300183
197700088,하이메틴정(시메티딘),일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427348400300158
200500713,엘자탄정(로사르탄칼륨),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502200047
200600170,알포셀연질캡슐(콜린알포세레이트),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152035082651700068
200600172,동화은행엽엑스정120mg,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149256854515100058
200300572,티파미드정(티로프라미드염산염),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502100047
200600173,알카라민정,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672201851500101
200600174,큐엔비타연질캡슐,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152035082651700092
200400772,제메프라캡슐20mg(오메프라졸장용성과립),동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151568446858300046
